45	46	75	3	2019-12-01 00:00:00	2	28565	0.1	1	cash
46	47	44	4	2017-09-19 00:00:00	2	69594	0.1	1	cash
47	48	8	6	2017-08-12 00:00:00	2	48295	0.1	0	ovo
48	49	33	3	2019-09-07 00:00:00	3	27646	0.1	0	link aja
49	50	72	4	2019-07-19 00:00:00	3	32354	0.1	1	cash
50	51	80	4	2018-11-24 00:00:00	3	42123	0.1	0	gopay
51	52	20	4	2018-02-09 00:00:00	3	39132	0.1	1	cash
52	53	2	1	2017-01-06 00:00:00	1	49343	0.1	1	cash
53	54	10	2	2019-10-23 00:00:00	4	68779	0.1	0	ovo
54	55	73	3	2019-03-25 00:00:00	4	21610	0.1	0	ovo
55	56	35	2	2016-07-14 00:00:00	2	16840	0.1	0	dana
56	57	45	6	2019-12-26 00:00:00	2	54526	0.1	1	cash
57	58	61	1	2017-06-06 00:00:00	2	50845	0.1	0	gopay
58	59	16	4	2016-01-17 00:00:00	2	48920	0.1	0	shopeepay
59	60	31	4	2019-03-25 00:00:00	5	59117	0.1	0	ovo
60	61	56	1	2016-03-15 00:00:00	1	63554	0.1	0	link aja
61	62	43	3	2017-09-15 00:00:00	5	24843	0.1	1	cash
62	63	56	3	2018-03-07 00:00:00	5	63497	0.1	0	ovo
63	64	75	4	2017-04-10 00:00:00	1	57177	0.1	1	cash
64	65	69	1	2019-05-11 00:00:00	1	57831	0.1	0	dana
65	66	20	5	2019-01-10 00:00:00	3	34894	0.1	1	cash
66	67	27	5	2019-07-30 00:00:00	1	39088	0.1	1	cash
67	68	50	6	2019-12-06 00:00:00	5	41892	0.1	0	gopay
68	69	65	4	2016-07-17 00:00:00	4	30562	0.1	0	shopeepay
69	70	85	1	2017-06-16 00:00:00	3	37550	0.1	1	cash
70	71	51	2	2016-02-07 00:00:00	1	66413	0.1	0	link aja
71	72	21	5	2016-08-30 00:00:00	3	23730	0.1	0	link aja
72	73	13	3	2016-06-11 00:00:00	2	53199	0.1	1	cash
73	74	59	5	2016-07-12 00:00:00	1	58952	0.1	0	dana
74	75	31	6	2017-01-12 00:00:00	4	25254	0.1	1	cash
75	76	33	6	2017-04-05 00:00:00	3	34007	0.1	1	cash
76	77	28	1	2018-03-30 00:00:00	5	55059	0.1	0	gopay
77	78	74	1	2016-05-31 00:00:00	3	17051	0.1	0	dana
78	79	56	6	2019-08-17 00:00:00	5	28491	0.1	1	cash
79	80	49	3	2016-10-23 00:00:00	3	64947	0.1	1	cash
80	81	1	6	2018-03-01 00:00:00	5	58642	0.1	0	dana
81	82	45	4	2017-08-01 00:00:00	3	61384	0.1	1	cash
82	83	34	4	2016-02-05 00:00:00	1	15561	0.1	0	link aja
83	84	72	6	2017-02-05 00:00:00	1	46052	0.1	0	gopay
84	85	17	5	2019-07-02 00:00:00	4	18118	0.1	1	cash
85	86	29	1	2019-02-08 00:00:00	2	27907	0.1	0	ovo
86	87	61	2	2019-06-06 00:00:00	3	62858	0.1	0	gopay
87	88	77	1	2017-02-05 00:00:00	1	49282	0.1	0	gopay
88	89	3	5	2017-01-28 00:00:00	1	58509	0.1	1	cash
89	90	77	5	2016-09-30 00:00:00	3	16396	0.1	0	ovo
90	91	27	2	2019-06-14 00:00:00	4	63562	0.1	1	cash
91	92	37	3	2018-03-08 00:00:00	1	35533	0.1	1	cash
92	93	72	3	2019-12-20 00:00:00	2	43041	0.1	0	ovo
93	94	26	3	2018-12-15 00:00:00	4	27894	0.1	1	cash
94	95	37	1	2017-06-18 00:00:00	3	69404	0.1	0	ovo
95	96	12	6	2018-09-17 00:00:00	3	49942	0.1	1	cash
96	97	5	3	2017-06-16 00:00:00	5	36194	0.1	0	gopay
97	98	64	6	2019-12-13 00:00:00	5	64724	0.1	0	gopay
98	99	68	3	2016-11-26 00:00:00	1	56866	0.1	1	cash
\.


